S.No,Scheme ID,Scheme Name,District,Block,T/W Vendor,No Of T/W,Drilling Depth,Pin-Point Date,Drilling Status,T/W Drill Start Date,T/W Drill End Date,T/W Logging Status,Logging Date,T/W Assembly Qty. (in nos.),T/W Assembly Size (mm),T/W Lowering Status,T/W Lowering Date,Gravel Requirement (Cum),T/W Gravel Status,Compressor Size Required (PSI),Compressor Hours Required,T/W Compressor Status,Compressor Completion Date,OP Unit Size (Cusec),OP Unit Hours,T/W OP Status,OP Unit Completion Date,Water Sample Status,Water Sample Approval Date,Remark,No of OHT,OHT Capacity (KL),Staging (m),SBC Vendor,SBC Sample Status,SBC Report Status,SBC Value,OHT Design Vendor,Design Approval Status,Drawing Availability Status,OHT Vendor,OHT Excavation Status,OHT PCC Status,OHT Footing Status,OHT Column Casting Status ,OHT Bracing Status,OHT Top Dome Casting Status,OHT Lower Dome Status,OHT Platform Casting Status,ZA Tank Installation Status,OHT Pipe Work Status,OHT Hydrostatic Test,No. of Pumps,Pump Capacity,Pump Head,Pumping Plant (LPM),Rising Main (m),Power Capacity,Power Source,DG Capacity (KVA),Pump House Vendor,Pump House Excavation Status,P/H PCC Base Status,P/H RCC Status,P/H Plastering Status,P/H Flooring Status,Pump Lowering Status,Pump House EM Work Status,Distribution Network Vendor Name,Distribition System Length,D/N Excavation Status,D/N Excavation (m),D/N Pipe Laying Status,D/N Pipe Laying (m),D/N Road Restoration Status,No of FHTC to be Installed,FHTC Installation Count,Boundary Wall Vendor Name,B/W Layout Demarcation Status,B/W Excavation Status,PCC Work Status,B/W Brick Work Status,B/W Column Casting Status,B/W Gate Installation Status
100,20086397,Kishohari & Kathi,Ghazipur,Deokali,Shakti Infra Pvt Ltd,1,220,15/04/2023,Completed,17/04/2023,25/04/2023,Completed,30/04/2023,1,200x150,Not Started,Not Started,59,Indent provide to SCM,600,60,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,Failed - Salinity,1,100,18,Manohar,Collected,Awaited,,ATLC,Approved,Available,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,46,300,30,15,Electricity,0,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Shakti Infra Pvt Ltd,27039,Not Started,,Not Started,,Not Started,589,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
101,20086398,Raispur,Ghazipur,Deokali,Shakti Infra Pvt Ltd,1,220,07-Jun-23,Not Started,Not Started,Not Started,Not Started,Not Started,1,200x150,Not Started,Not Started,59,Not Available,600,60,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Manohar,Collected,Awaited,,ATLC,Approved,Available,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,40,280,30,15,Electricity,0,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Shakti Infra Pvt Ltd,20426,Not Started,,Not Started,,Not Started,520,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
102,20086408,Sarai Bahadur,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X200,Not Started,Not Started,63,Not Available,350,60,Not Available,Not Started,1,100,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Manohar,To be taken,Awaited,,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,44,400,30,15,Electricity,0,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,12506,Not Started,,Not Started,,Not Started,618,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
103,20086415,Chak Asia Urf Khalilan Chak,Ghazipur,Zamania,,1,220,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,59,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Skylone,Collected,Submitted,9.5,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,540,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8346,Not Started,,Not Started,,Not Started,374,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
104,20086418,Tokawa,Ghazipur,Zamania,Subhash Enterprises,1,220,10-Jul-23,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,59,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Skylone,Collected,Submitted,11.02,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,370,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,5973,Not Started,,Not Started,,Not Started,301,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
105,20086425,Buranpur,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,490,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16095,Not Started,,Not Started,,Not Started,394,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
106,20086428,Ramdas Pur,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,14,WSD,Collected,Submitted,11.18,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,470,35,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,14635,Not Started,,Not Started,,Not Started,354,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
107,20086430,Hurmuj Pur,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,43,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,250,16,WSD,Collected,Submitted,12.76,Troynoya,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,45,330,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,17172,Not Started,,Not Started,,Not Started,784,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
108,20086433,Chakmazid Urf Chakiya,Ghazipur,Zamania,,1,220,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,59,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,39,470,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7554,Not Started,,Not Started,,Not Started,581,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
109,20086435,Bahrampur,Ghazipur,Manihari,Surender Singh Group,1,120,24/04/2023,Completed,26/04/2023,07/05/2023,Completed,11/05/2023,1,300X300,Completed,18/05/2023,40,Completed,250,60,Completed,08/06/2023,1,120,Completed,21/06/2023,Collected,Not Approved,Water Sample Approval Awaited,1,125,16,Skylone,Collected,Submitted,11.04,ATLC,Approved,Available,Surender Singh Group,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,400,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12113,WIP,104,WIP,104,Not Started,327,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
110,20086437,Bisunpur Tarwa,Ghazipur,Manihari,Surender Enterprises,1,120,23/05/2023,WIP,29/05/2023,WIP,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Skylone,Collected,Submitted,10.5,ATLC,Approved,Available,Surender Singh Group,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,440,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,13652,Not Started,,Not Started,,Not Started,354,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
111,20086438,Savas,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,43,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,14,WSD,Collected,Submitted,10.58,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,270,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,19124,Not Started,,Not Started,,Not Started,649,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
112,20086440,Gurna & Todarpur,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,16,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,280,40,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,17672,Not Started,,Not Started,,Not Started,550,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
113,20086441,Paliwar,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,WSD,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,500,35,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7679,Not Started,,Not Started,,Not Started,528,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
114,20086444,Bhala,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,04-Jul-23,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X200,Not Started,Not Started,63,Not Available,350,60,Not Available,Not Started,1,100,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Manohar,To be taken,Awaited,,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,410,30,16,Solar,15,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,6547,Not Started,,Not Started,,Not Started,429,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
115,20086446,Sonbarsa,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,10,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,39,450,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,11187,Not Started,,Not Started,,Not Started,352,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
116,20086447,Jakhania Gobind,Ghazipur,Jakhania,Dornam Construction,1,120,17/06/2023,Completed,22/06/2023,07/07/2023,Completed,08/07/2023,1,300X300,Completed,12/07/2023,38,Completed,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,14,Eagle,Collected,Submitted,9.4,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,500,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16403,Not Started,,Not Started,,Not Started,880,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
117,20086449,Mardanpur,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Eagle,Collected,Submitted,8.83,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,410,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9322,Not Started,,Not Started,,Not Started,387,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
118,20086451,Shahpur Shamsher Khan,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,50,12,Skylone,To be taken,Awaited,,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,5,39,130,40,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7487,Not Started,,Not Started,,Not Started,229,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
119,20086460,Sirgitha,Ghazipur,Deokali,SVBP Construction,1,220,15/06/2023,Completed,16/06/2023,23/06/2023,Not Started,Not Started,1,200X150,Not Started,Not Started,59,Not Available,600,60,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,Failed - Salinity,1,50,14,Manohar,Collected,Awaited,,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,42,150,30,15,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7700,Not Started,,Not Started,,Not Started,386,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
120,20086462,Mubarakpur Kazi,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,400,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9536,Not Started,,Not Started,,Not Started,314,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
121,20086466,Mohabbat Pur,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,16,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,250,40,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15676,Not Started,,Not Started,,Not Started,492,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
122,20086470,Mahmud Hathini,Ghazipur,Deokali,Shakti Infra Pvt Ltd,1,220,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,59,Not Available,600,60,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,,1,100,18,Manohar,Collected,Awaited,,ATLC,Approved,Available,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,46,300,30,15,Electricity,0,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Shakti Infra Pvt Ltd,19539,Not Started,,Not Started,,Not Started,690,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
123,20086473,Balasi,Ghazipur,Deokali,Shakti Infra Pvt Ltd,1,220,08/06/2023,Completed,09/06/2023,11/06/2023,Completed,12/06/2023,1,200X200,Completed,21/06/2023,69,Completed,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Manohar,Collected,Submitted,12.13,ATLC,Approved,Available,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,45,460,30,16,Solar,15,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Shakti Infra Pvt Ltd,11013,Not Started,,Not Started,,Not Started,482,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
124,20086475,Parava & Tilsara,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,16,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,290,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,18993,Not Started,,Not Started,,Not Started,470,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
125,20086478,Mohammadpur,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,5,39,260,40,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16171,Not Started,,Not Started,,Not Started,412,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
126,20086479,Gorari,Ghazipur,Manihari,Deepak Chauhan,1,120,19/04/2023,Completed,10/05/2023,15/05/2023,Completed,16/05/2023,1,300X300,Completed,20/05/2023,40,Completed,250,60,Completed,26/06/2023,0.5,120,Completed,30/06/2023,Collected,Not Approved,Water Sample Approval Awaited,1,50,12,Skylone,Collected,Submitted,9.58,ATLC,Not Started,Not Available,Kshitiz Balaji,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,5,39,120,40,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9735,Not Started,,Not Started,,Not Started,233,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
127,20086481,Firozshah & Chak Bakar,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,300,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,17136,Not Started,,Not Started,,Not Started,548,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
128,20086485,Emamuddinpur,Ghazipur,Kasimabad,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Shah & Pant,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,380,35,13,Solar,10,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8277,Not Started,,Not Started,,Not Started,350,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
129,20086489,Dharikala & Shikarpur,Ghazipur,Deokali,Anand Enterprises,1,220,20/04/2023,Completed,30/04/2023,05/05/2023,Completed,06/05/2023,1,200X150,Not Started,Not Started,59,Indent provide to SCM,600,60,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,Failed - Salinity,1,100,14,Manohar,Collected,Awaited,,ATLC,Approved,Available,Anand Enterprises,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,42,280,30,15,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,20972,Not Started,,Not Started,,Not Started,512,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
130,20086510,Hardashpur Kala,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Eagle,Collected,Submitted,9.04,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,310,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9945,Not Started,,Not Started,,Not Started,485,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
131,20086514,Basuchak & Shivadasichak,Ghazipur,Deokali,Shakti Infra Pvt Ltd,1,220,14/07/2023,WIP,14/06/2023,WIP,Not Started,Not Started,1,200X200,Not Started,Not Started,69,Not Available,600,60,Not Available,Not Started,1,100,Not Available,Not Started,To be taken,Not Approved,,1,125,14,Manohar,Collected,Awaited,,ATLC,Approved,Available,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,42,330,30,15,Electricity,0,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Shakti Infra Pvt Ltd,18115,Not Started,,Not Started,,Not Started,594,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
132,20086523,Mardanpur,Ghazipur,Kasimabad,Durgesh Work Constructors,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,200,12,Shah & Pant,Collected,Awaited,,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,260,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,11603,Not Started,,Not Started,,Not Started,445,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
133,20087135,Kothiya,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,12,Eagle,Collected,Submitted,8.26,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,42,560,30,16,Solar,25,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9820,Not Started,,Not Started,,Not Started,418,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
134,20087139,Damoodarpur,Ghazipur,Jakhania,,1,300,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,65,Not Available,600,50,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Eagle,Collected,Submitted,10.28,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,45,370,30,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7450,Not Started,,Not Started,,Not Started,285,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
135,20087154,Bijahara,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,8.21,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,440,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6748,Not Started,,Not Started,,Not Started,328,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
136,20087352,Khalilpur,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,WSD,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,410,40,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10260,Not Started,,Not Started,,Not Started,313,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
